ID,min1,min2,tform,sepform,eccform,k1form,m1form,k2form,m2form,tmerg,k1,m1,k2,m2,sep,ecc,label
3872,12.2043,10.4999,27.4747,0.84088E+01,0.90469E+00,13,1.2378,13,1.3241,651.1652,15,2.9569,13,2.5619,0.00000E+00,0.00000E+00,COELESCE
3907,10.9956,7.8142,38.1895,0.63206E+01,0.61216E+00,13,1.2362,13,1.3054,11670.0195,15,2.4762,13,2.5416,0.00000E+00,0.00000E+00,COELESCE
4194,15.4641,8.6340,27.3895,0.11192E+02,0.79917E+00,13,1.5276,13,1.4075,11643.5234,13,2.9351,15,4.2892,0.00000E+00,0.00000E+00,COELESCE
4199,12.0942,11.7390,23.2155,0.16304E+01,0.77486E-01,13,1.2361,13,1.2355,317.7797,13,2.4716,15,2.6833,0.00000E+00,0.00000E+00,COELESCE
4319,11.1713,10.0995,29.8777,0.61726E+01,0.90921E+00,13,1.2379,13,1.2355,206.2189,13,2.4734,15,3.5424,0.00000E+00,0.00000E+00,COELESCE
4559,12.7499,10.4421,27.6773,0.11353E+03,0.98873E+00,13,1.3251,13,1.4070,13520.1455,15,3.9575,13,2.7321,0.00000E+00,0.00000E+00,COELESCE
4727,15.3060,14.2307,19.0237,0.52867E+01,0.73706E+00,13,1.6839,13,1.7579,843.8348,15,5.1361,14,3.4418,0.00000E+00,0.00000E+00,COELESCE
4762,12.2403,10.3306,27.3453,0.48158E+02,0.97518E+00,13,1.2368,13,1.4404,6966.7632,15,2.9577,13,2.6772,0.00000E+00,0.00000E+00,COELESCE
4795,13.4839,12.4167,22.1785,0.38402E+02,0.97533E+00,13,1.2375,13,1.6494,2560.7744,15,3.2631,13,2.8869,0.00000E+00,0.00000E+00,COELESCE
4907,100.0403,54.9974,5.5568,0.46076E+02,0.81457E-02,14,32.5165,14,28.8655,12241.6475,15,32.9778,14,61.3820,0.00000E+00,0.00000E+00,COELESCE
5081,15.8836,9.9372,24.2424,0.18168E+02,0.94711E+00,13,1.3572,13,1.4247,1722.6554,15,4.0549,13,2.7819,0.00000E+00,0.00000E+00,COELESCE
5185,13.6352,9.0839,29.5623,0.54276E+01,0.66064E+00,13,1.5390,13,1.2996,3358.3401,13,2.8387,15,4.0225,0.00000E+00,0.00000E+00,COELESCE
5299,10.6727,10.4055,30.5380,0.12282E+02,0.84057E+00,13,1.2367,13,1.4932,10581.9180,15,2.3624,13,2.7299,0.00000E+00,0.00000E+00,COELESCE
5415,11.2938,10.7815,26.7037,0.32462E+01,0.48514E-01,13,1.2358,13,1.2608,4567.0239,15,3.4591,13,2.4966,0.00000E+00,0.00000E+00,COELESCE
6035,11.4824,11.1602,25.3388,0.85002E+01,0.79026E+00,13,1.2973,13,1.2355,6997.5068,13,2.5328,15,3.1777,0.00000E+00,0.00000E+00,COELESCE
6105,10.0082,8.5912,37.6577,0.18096E+02,0.91417E+00,13,1.2620,13,1.2355,9420.8447,13,2.4976,15,3.8408,0.00000E+00,0.00000E+00,COELESCE
6403,11.9577,8.6761,32.5923,0.16615E+02,0.94290E+00,13,1.2372,13,1.2355,2145.4465,13,2.4727,15,3.6961,0.00000E+00,0.00000E+00,COELESCE
6728,15.3032,9.5080,25.8965,0.13367E+02,0.90324E+00,13,1.3846,13,1.4211,3116.1482,15,4.1420,13,2.8057,0.00000E+00,0.00000E+00,COELESCE
6769,10.7538,9.2784,33.3212,0.59824E+01,0.79830E+00,13,1.2370,13,1.2507,1706.4247,15,2.3715,13,2.4877,0.00000E+00,0.00000E+00,COELESCE
6830,77.8662,44.4795,6.1263,0.28753E+02,0.10648E-01,14,23.6732,14,23.2854,4234.3677,15,23.9952,14,46.9586,0.00000E+00,0.00000E+00,COELESCE
7192,10.2312,8.2684,38.1159,0.18690E+02,0.92208E+00,13,1.2620,13,1.2355,7961.3677,13,2.4976,15,3.7392,0.00000E+00,0.00000E+00,COELESCE
7233,14.8597,7.7124,30.0533,0.20492E+01,0.69820E+00,13,1.2374,13,1.2355,103.8548,13,2.4729,15,3.1947,0.00000E+00,0.00000E+00,COELESCE
7241,10.4597,8.1900,37.8757,0.44079E+01,0.61841E+00,13,1.2366,13,1.2355,3012.1606,13,2.4721,15,3.6678,0.00000E+00,0.00000E+00,COELESCE
7275,9.9767,8.8843,35.7973,0.50230E+01,0.54819E+00,13,1.2362,13,1.3200,6877.2437,15,2.1614,13,2.5561,0.00000E+00,0.00000E+00,COELESCE
7529,11.0393,10.3023,29.9087,0.13330E+02,0.92190E+00,13,1.2374,13,1.3472,2096.9011,15,2.4591,13,2.5846,0.00000E+00,0.00000E+00,COELESCE
7564,51.6392,31.5398,7.5001,0.19945E+02,0.16210E-01,14,15.4262,14,15.4197,3465.8530,15,15.8793,14,30.8460,0.00000E+00,0.00000E+00,COELESCE
8024,17.2554,9.4973,23.7146,0.45710E+01,0.51438E+00,13,1.6706,13,1.5656,2818.2988,14,3.2362,15,4.7398,0.00000E+00,0.00000E+00,COELESCE
8044,14.3064,13.9490,17.4543,0.56353E+01,0.70910E+00,13,1.5741,13,1.4430,2124.1140,14,3.0171,15,4.4514,0.00000E+00,0.00000E+00,COELESCE
8431,18.7385,9.6552,22.5269,0.10730E+02,0.84248E+00,13,1.7149,13,1.5701,3578.7644,14,3.2850,15,4.8130,0.00000E+00,0.00000E+00,COELESCE
8436,10.5179,10.3355,30.2607,0.13499E+02,0.88239E+00,13,1.2364,13,1.4431,6537.7812,15,2.3383,13,2.6795,0.00000E+00,0.00000E+00,COELESCE
8457,13.7867,9.4357,27.5699,0.47530E+01,0.84009E+00,13,1.2377,13,1.2398,369.7061,15,3.4014,13,2.4775,0.00000E+00,0.00000E+00,COELESCE
8489,20.2112,10.9109,19.7373,0.84499E+02,0.98320E+00,13,1.9046,13,1.6405,7688.0044,14,3.5451,15,5.0757,0.00000E+00,0.00000E+00,COELESCE
8584,12.3426,7.5008,35.8990,0.52054E+01,0.76683E+00,13,1.2368,13,1.2355,1522.1223,13,2.4723,15,3.4673,0.00000E+00,0.00000E+00,COELESCE
8615,17.5162,13.3861,18.7496,0.10146E+02,0.85861E+00,13,1.8273,13,1.7321,1668.5067,14,3.5593,15,5.5697,0.00000E+00,0.00000E+00,COELESCE
8754,15.4442,13.2046,19.5260,0.82964E+01,0.81400E+00,13,1.6579,13,1.2355,3157.5002,13,2.8934,15,3.7191,0.00000E+00,0.00000E+00,COELESCE
9020,16.0779,9.9564,24.1949,0.38316E+01,0.67597E+00,13,1.4472,13,1.4807,685.3060,15,4.3369,13,2.9279,0.00000E+00,0.00000E+00,COELESCE
9574,10.1852,8.9590,35.8397,0.25371E+02,0.95017E+00,13,1.2623,13,1.2422,6464.7456,13,2.5045,15,3.9023,0.00000E+00,0.00000E+00,COELESCE
9765,16.4388,15.7480,14.7909,0.12933E+02,0.93648E+00,13,1.8486,13,1.4316,495.7449,14,3.2801,15,4.6483,0.00000E+00,0.00000E+00,COELESCE
9805,10.6001,9.9685,31.0405,0.13320E+02,0.87198E+00,13,1.2363,13,1.4207,8159.6572,15,2.3619,13,2.6570,0.00000E+00,0.00000E+00,COELESCE
9842,22.6718,22.0731,9.8846,0.23630E+02,0.92368E+00,14,3.0211,13,2.3639,2130.5112,14,5.3849,15,6.8227,0.00000E+00,0.00000E+00,COELESCE
9898,91.1076,37.6058,6.4852,0.23469E+02,0.10782E-01,14,23.5748,14,22.7969,1957.8215,15,23.8296,14,46.3716,0.00000E+00,0.00000E+00,COELESCE
10003,12.4219,12.2235,21.2266,0.45134E+02,0.97243E+00,13,1.2360,13,1.2355,9357.2256,13,2.4715,15,3.3418,0.00000E+00,0.00000E+00,COELESCE
10523,10.1218,9.6139,34.1101,0.46413E+01,0.63138E+00,13,1.2368,13,1.3884,2833.4360,15,2.1992,13,2.6252,0.00000E+00,0.00000E+00,COELESCE
10592,12.0627,7.7058,34.8806,0.19524E+02,0.94061E+00,13,1.2365,13,1.2355,4311.3345,13,2.4720,15,3.4906,0.00000E+00,0.00000E+00,COELESCE
10672,10.8738,7.9512,37.4715,0.71094E+01,0.85334E+00,13,1.2369,13,1.2355,1357.7755,13,2.4724,15,3.3860,0.00000E+00,0.00000E+00,COELESCE
11289,12.6241,7.3961,35.4583,0.13967E+02,0.87264E+00,13,1.2361,13,1.2355,11791.8408,13,2.4716,15,3.7175,0.00000E+00,0.00000E+00,COELESCE
11476,12.6782,7.6268,34.4579,0.41945E+01,0.80250E+00,13,1.2371,13,1.2355,423.5475,13,2.4726,15,3.2762,0.00000E+00,0.00000E+00,COELESCE
11676,10.8662,10.5591,27.6705,0.56983E+01,0.57236E+00,13,1.2360,13,1.2355,10805.8926,13,2.4716,15,2.9874,0.00000E+00,0.00000E+00,COELESCE
12157,12.9160,12.8945,19.4960,0.29186E+01,0.52681E+00,13,1.2355,13,1.2355,998.1260,15,3.7768,13,2.4710,0.00000E+00,0.00000E+00,COELESCE
12267,14.6368,9.8678,25.8229,0.88195E+01,0.88004E+00,13,1.2889,13,1.4122,1337.6677,15,3.8448,13,2.7011,0.00000E+00,0.00000E+00,COELESCE
12616,140.1026,56.9977,5.4550,0.45855E+02,0.88222E-02,14,37.6888,14,31.8765,8358.2490,15,39.9970,14,69.5652,0.00000E+00,0.00000E+00,COELESCE
12665,21.5790,15.2250,16.0633,0.76513E+01,0.58088E+00,13,2.4642,13,1.5011,8639.9561,14,3.9653,15,4.5326,0.00000E+00,0.00000E+00,COELESCE
12866,13.1091,11.4223,24.5225,0.18806E+02,0.95852E+00,13,1.2382,13,1.4581,1085.5646,15,3.3158,13,2.6963,0.00000E+00,0.00000E+00,COELESCE
12992,15.5365,12.9375,20.2769,0.50314E+01,0.50293E+00,13,1.7241,13,1.2574,5636.1670,13,2.9815,15,3.8655,0.00000E+00,0.00000E+00,COELESCE
13125,11.7891,7.9006,35.4256,0.31713E+02,0.97100E+00,13,1.2370,13,1.2355,3075.7925,13,2.4726,15,3.3730,0.00000E+00,0.00000E+00,COELESCE
13210,13.7613,11.9804,22.6579,0.25213E+01,0.46015E+00,13,1.4715,13,1.2355,589.6803,13,2.7070,15,3.4435,0.00000E+00,0.00000E+00,COELESCE
13241,11.6179,9.1057,31.9392,0.22101E+01,0.62410E+00,13,1.2373,13,1.2355,212.3494,13,2.4729,15,3.6912,0.00000E+00,0.00000E+00,COELESCE
13282,12.0623,7.6222,35.7782,0.27435E+01,0.67585E+00,13,1.2370,13,1.2355,325.0033,13,2.4725,15,3.2748,0.00000E+00,0.00000E+00,COELESCE
13496,11.4776,7.8982,35.8769,0.11620E+02,0.92924E+00,13,1.2371,13,1.2355,1057.6000,13,2.4726,15,3.2852,0.00000E+00,0.00000E+00,COELESCE
13582,10.2728,9.9103,32.8320,0.54722E+01,0.75769E+00,13,1.2371,13,1.3791,1749.5576,15,2.2278,13,2.6161,0.00000E+00,0.00000E+00,COELESCE
14074,15.5605,9.7000,25.8337,0.12164E+02,0.91813E+00,13,1.6730,13,1.2355,1236.9655,13,2.9085,15,3.6717,0.00000E+00,0.00000E+00,COELESCE
14122,125.7659,42.8378,6.0775,0.45808E+02,0.83414E-02,14,36.1767,14,23.7652,13342.3877,15,37.8272,14,59.9419,0.00000E+00,0.00000E+00,COELESCE
14255,17.8725,8.8509,24.1367,0.55852E+01,0.81635E+00,13,1.6017,13,1.2530,670.2484,13,2.8547,15,4.0138,0.00000E+00,0.00000E+00,COELESCE
14553,11.5103,8.9259,32.6806,0.15770E+02,0.94076E+00,13,1.2372,13,1.2355,1983.1222,13,2.4727,15,3.7323,0.00000E+00,0.00000E+00,COELESCE
15098,12.3999,7.4556,35.9821,0.14129E+02,0.90539E+00,13,1.2367,13,1.2355,5115.0576,13,2.4722,15,3.5029,0.00000E+00,0.00000E+00,COELESCE
15358,19.0313,7.2632,26.6218,0.83149E+01,0.82541E+00,13,1.7191,13,1.2437,2499.0232,13,2.9629,15,3.9191,0.00000E+00,0.00000E+00,COELESCE
15362,14.6875,11.3115,23.4568,0.72476E+01,0.84138E+00,13,1.4810,13,1.5169,1032.4254,15,4.4423,13,2.9979,0.00000E+00,0.00000E+00,COELESCE
15458,14.9312,7.2496,31.5889,0.57403E+01,0.86632E+00,13,1.2743,13,1.2355,438.6128,13,2.5099,15,3.2475,0.00000E+00,0.00000E+00,COELESCE
15480,12.7772,7.9633,32.4972,0.62943E+01,0.85003E+00,13,1.2373,13,1.2355,896.2516,13,2.4728,15,3.8146,0.00000E+00,0.00000E+00,COELESCE
15485,47.6038,28.7702,7.9752,0.25839E+02,0.49197E-01,14,14.7579,14,13.1846,12709.8271,15,15.2416,14,27.9425,0.00000E+00,0.00000E+00,COELESCE
15535,12.4347,8.7456,31.6397,0.14916E+02,0.92465E+00,13,1.2371,13,1.2355,3217.4778,13,2.4726,15,3.8716,0.00000E+00,0.00000E+00,COELESCE
15564,12.5900,7.5231,34.9916,0.30620E+01,0.71616E+00,13,1.2370,13,1.2355,346.4882,13,2.4726,15,3.2785,0.00000E+00,0.00000E+00,COELESCE
15586,14.3432,10.1247,25.0867,0.42334E+02,0.97607E+00,13,1.2371,13,1.4542,3909.7710,15,3.6205,13,2.6913,0.00000E+00,0.00000E+00,COELESCE
15631,11.3512,7.5799,37.9417,0.66603E+01,0.77978E+00,13,1.2367,13,1.2355,3392.7717,13,2.4723,15,3.6277,0.00000E+00,0.00000E+00,COELESCE
15768,10.2689,9.2708,34.6101,0.15155E+02,0.92414E+00,13,1.2624,13,1.2601,3295.1543,13,2.5226,15,3.9726,0.00000E+00,0.00000E+00,COELESCE
15811,9.4370,8.1386,40.3339,0.77465E+01,0.80222E+00,13,1.2358,13,1.3451,3951.9568,15,2.0201,13,2.5809,0.00000E+00,0.00000E+00,COELESCE
15881,14.6469,10.1572,26.0185,0.75444E+01,0.69164E+00,13,1.5127,13,1.5488,7417.6929,15,4.5466,14,3.0615,0.00000E+00,0.00000E+00,COELESCE
15921,22.4244,12.3753,17.4747,0.33742E+01,0.36780E+00,13,2.5513,13,1.9270,579.0871,14,4.4783,15,5.8646,0.00000E+00,0.00000E+00,COELESCE
15982,10.5814,8.6885,35.7700,0.98531E+01,0.82064E+00,13,1.2366,13,1.2555,8259.3633,15,2.3366,13,2.4921,0.00000E+00,0.00000E+00,COELESCE
16059,12.5979,12.5747,20.2142,0.29872E+01,0.32222E+00,13,1.2355,13,1.2355,2308.2998,15,3.7261,13,2.4710,0.00000E+00,0.00000E+00,COELESCE
16276,15.0750,7.8852,29.7119,0.29481E+02,0.96587E+00,13,1.2905,13,1.2355,3582.8799,13,2.5260,15,3.7722,0.00000E+00,0.00000E+00,COELESCE
16378,9.8319,9.5678,35.0298,0.78232E+01,0.76865E+00,13,1.2620,13,1.3771,5978.2866,15,1.3818,13,2.6392,0.00000E+00,0.00000E+00,COELESCE
16428,15.4994,13.9251,19.1269,0.87970E+01,0.67722E+00,13,1.4955,13,1.9000,11359.8018,15,4.4860,14,3.3955,0.00000E+00,0.00000E+00,COELESCE
16438,13.9464,8.4369,30.3765,0.81368E+01,0.82906E+00,13,1.4466,13,1.2355,2834.2976,13,2.6821,15,3.7854,0.00000E+00,0.00000E+00,COELESCE
16829,122.0564,58.0056,5.4888,0.16570E+02,0.11200E-01,14,32.8151,14,32.2426,181.0226,15,32.7988,14,65.0577,0.00000E+00,0.00000E+00,COELESCE
17037,18.2048,8.7834,25.3385,0.45294E+01,0.61215E+00,13,2.1520,13,1.2365,1472.0388,14,3.3885,15,3.8877,0.00000E+00,0.00000E+00,COELESCE
17284,10.6334,10.2195,30.3191,0.56275E+01,0.72002E+00,13,1.2365,13,1.4409,2735.4797,15,2.3530,13,2.6773,0.00000E+00,0.00000E+00,COELESCE
17323,12.3689,8.2735,32.6004,0.52823E+01,0.83684E+00,13,1.2373,13,1.2355,584.5703,13,2.4728,15,3.6436,0.00000E+00,0.00000E+00,COELESCE
17358,22.4963,10.7949,19.2694,0.10937E+02,0.78375E+00,13,2.9876,13,1.5281,4223.7314,14,4.5157,15,4.6879,0.00000E+00,0.00000E+00,COELESCE
17556,15.9875,15.6300,17.1106,0.40722E+01,0.32996E+00,13,1.4459,13,2.1730,2580.9744,15,4.3288,14,3.6189,0.00000E+00,0.00000E+00,COELESCE
17563,13.8492,7.6004,32.5989,0.60742E+01,0.73801E+00,13,1.3650,13,1.2355,3330.9729,13,2.6005,15,3.6466,0.00000E+00,0.00000E+00,COELESCE
17889,10.3253,8.1733,38.0946,0.47070E+01,0.76122E+00,13,1.2369,13,1.2355,1100.1525,13,2.4724,15,3.5557,0.00000E+00,0.00000E+00,COELESCE
17939,13.2125,8.1438,31.9723,0.68605E+02,0.98394E+00,13,1.2370,13,1.2355,8357.2637,13,2.4725,15,3.7526,0.00000E+00,0.00000E+00,COELESCE
18151,81.8693,57.3471,5.4730,0.40862E+02,0.89624E-02,14,27.8593,14,27.9292,10098.1045,14,55.7885,15,28.4292,0.00000E+00,0.00000E+00,COELESCE
18174,13.6408,10.1657,26.8344,0.66336E+01,0.75481E+00,13,1.5086,13,1.5797,2350.0737,15,4.5375,14,3.0883,0.00000E+00,0.00000E+00,COELESCE
18403,20.1991,7.5575,24.4952,0.10372E+02,0.85770E+00,13,1.8500,13,1.2862,2761.9519,14,3.1362,15,4.0478,0.00000E+00,0.00000E+00,COELESCE
18509,13.8450,8.4909,29.8349,0.11519E+02,0.83085E+00,13,1.3465,13,1.3291,10332.4180,13,2.6755,15,4.0817,0.00000E+00,0.00000E+00,COELESCE
18880,18.2599,8.2065,25.5766,0.42654E+01,0.66982E+00,13,1.7123,13,1.3073,1015.7380,14,3.0196,15,4.1069,0.00000E+00,0.00000E+00,COELESCE
18884,59.7652,33.8184,7.0969,0.23914E+02,0.14215E-01,14,17.9231,14,17.2520,4811.2969,15,18.3343,14,35.1751,0.00000E+00,0.00000E+00,COELESCE
18988,17.1709,11.4415,20.6459,0.76840E+01,0.79605E+00,13,1.5841,13,1.6820,2103.9402,15,4.7721,14,3.2661,0.00000E+00,0.00000E+00,COELESCE
19028,13.7533,11.1628,24.2241,0.32320E+02,0.97645E+00,13,1.2382,13,1.4537,1498.3411,15,3.3612,13,2.6919,0.00000E+00,0.00000E+00,COELESCE
19137,17.4230,6.7887,30.7647,0.25996E+02,0.93266E+00,13,1.7790,13,1.2355,10759.2871,14,3.0146,15,3.5416,0.00000E+00,0.00000E+00,COELESCE
19240,20.1305,11.3993,18.9852,0.58792E+02,0.98143E+00,13,1.8010,13,1.5556,3336.1516,14,3.3565,15,4.9033,0.00000E+00,0.00000E+00,COELESCE
19301,15.9775,9.3695,24.8382,0.44448E+01,0.72014E+00,13,1.4097,13,1.4255,903.1093,15,4.2215,13,2.8352,0.00000E+00,0.00000E+00,COELESCE
19379,11.3587,8.5892,33.4063,0.83305E+01,0.79598E+00,13,1.2363,13,1.2766,6134.5303,15,2.5978,13,2.5129,0.00000E+00,0.00000E+00,COELESCE
19591,15.5009,10.1852,24.6026,0.91867E+01,0.85157E+00,13,1.5217,13,1.4666,2184.3096,13,2.9883,15,4.5543,0.00000E+00,0.00000E+00,COELESCE
20232,83.5660,40.7089,6.3347,0.19130E+02,0.11067E-01,14,21.9029,14,23.2765,938.3163,14,45.1795,15,23.7765,0.00000E+00,0.00000E+00,COELESCE
20251,20.5442,9.9487,20.6054,0.34457E+01,0.65781E+00,13,1.9099,13,1.3970,377.5225,14,3.3069,15,4.4280,0.00000E+00,0.00000E+00,COELESCE
20366,10.0274,8.5537,37.7356,0.36757E+01,0.58505E+00,13,1.2620,13,1.2355,1765.1350,13,2.4975,15,3.8335,0.00000E+00,0.00000E+00,COELESCE
20444,18.0667,15.8553,15.0837,0.82513E+02,0.98032E+00,13,1.9514,13,1.4466,13064.7852,14,3.3980,15,4.4908,0.00000E+00,0.00000E+00,COELESCE
20643,19.5161,18.8495,11.8132,0.42544E+01,0.11222E-01,13,2.2717,13,2.0081,2702.6682,14,4.2798,15,6.0646,0.00000E+00,0.00000E+00,COELESCE
20758,18.5015,13.6501,17.8071,0.44799E+01,0.16768E+00,13,1.7664,13,2.0427,4251.2617,15,5.4071,14,3.8091,0.00000E+00,0.00000E+00,COELESCE
20828,16.6004,14.6130,16.8345,0.15336E+02,0.90170E+00,13,1.8628,13,1.2878,4054.5549,14,3.1506,15,4.0486,0.00000E+00,0.00000E+00,COELESCE
20896,13.9746,7.2603,33.7093,0.47518E+01,0.79043E+00,13,1.2797,13,1.2355,752.1456,13,2.5152,15,3.3564,0.00000E+00,0.00000E+00,COELESCE
21004,11.3060,11.0672,25.5550,0.26476E+01,0.35902E+00,13,1.2358,13,1.2355,1300.5635,13,2.4713,15,2.4937,0.00000E+00,0.00000E+00,COELESCE
21220,12.8475,11.0264,25.7785,0.16021E+03,0.99278E+00,13,1.2374,13,1.5041,11958.4277,15,3.5785,13,2.7415,0.00000E+00,0.00000E+00,COELESCE
21426,19.1990,16.5911,15.2465,0.90386E+01,0.55170E+00,13,2.0857,13,2.4049,12787.5215,15,6.2328,14,4.4905,0.00000E+00,0.00000E+00,COELESCE
21570,9.8301,8.0840,40.2280,0.45994E+01,0.53330E+00,13,1.2617,13,1.2355,5646.6792,13,2.4973,15,3.7567,0.00000E+00,0.00000E+00,COELESCE
21985,20.4141,18.4805,13.4558,0.38967E+02,0.91510E+00,14,5.9319,13,2.4538,6365.3086,15,20.2730,14,8.3857,0.00000E+00,0.00000E+00,COELESCE
22157,10.0311,8.7975,36.8299,0.78042E+01,0.82922E+00,13,1.2622,13,1.2355,2943.8262,13,2.4977,15,3.8521,0.00000E+00,0.00000E+00,COELESCE
22211,10.9206,7.4071,39.0067,0.67801E+01,0.86319E+00,13,1.2623,13,1.2355,895.0403,13,2.4978,15,3.2530,0.00000E+00,0.00000E+00,COELESCE
22398,12.4801,10.1680,27.3606,0.54688E+01,0.77783E+00,13,1.2367,13,1.4291,1289.2239,15,3.0641,13,2.6658,0.00000E+00,0.00000E+00,COELESCE
22537,18.0718,10.0571,22.8187,0.10576E+02,0.83726E+00,13,1.8453,13,1.5302,3465.0610,14,3.3755,15,4.7078,0.00000E+00,0.00000E+00,COELESCE
22632,10.9490,7.7809,37.8497,0.16203E+02,0.94349E+00,13,1.2370,13,1.2355,1915.0050,13,2.4725,15,3.2281,0.00000E+00,0.00000E+00,COELESCE
22815,12.1388,8.4510,32.3042,0.49268E+01,0.76236E+00,13,1.2366,13,1.2355,1291.0262,13,2.4721,15,3.7903,0.00000E+00,0.00000E+00,COELESCE
22852,12.0736,11.8586,22.2573,0.25460E+01,0.17732E-01,13,1.2359,13,1.2355,1809.5551,13,2.4714,15,3.1782,0.00000E+00,0.00000E+00,COELESCE
