ID,min1,min2,tform,sepform,eccform,k1form,m1form,k2form,m2form,tmerg,k1,m1,k2,m2,sep,ecc,label
134,26.1664,9.6548,18.7153,0.13721E+01,0.62148E+00,14,5.7961,13,1.9190,19.9175,15,10.1339,14,7.7151,0.00000E+00,0.00000E+00,COELESCE
214,29.5991,25.4201,8.3828,0.52553E+01,0.22329E+00,14,8.3761,14,5.1023,184.8493,15,11.7991,14,13.4784,0.00000E+00,0.00000E+00,COELESCE
345,49.0341,43.3936,6.3249,0.42515E+01,0.12149E-01,14,18.5768,14,22.5786,9.3614,14,41.1553,15,23.0786,0.00000E+00,0.00000E+00,COELESCE
385,29.0128,19.7922,11.8049,0.49479E+01,0.23863E+00,14,9.1374,14,6.6908,92.2002,15,28.9659,14,15.8283,0.00000E+00,0.00000E+00,COELESCE
426,49.3423,43.9632,6.2823,0.44396E+01,0.11963E-01,14,18.9236,14,22.8712,9.7282,14,41.7948,15,23.3712,0.00000E+00,0.00000E+00,COELESCE
512,48.5197,39.9197,6.6118,0.37136E+01,0.12899E-01,14,17.9597,14,20.8023,8.7176,14,38.7620,15,21.3023,0.00000E+00,0.00000E+00,COELESCE
542,103.5458,101.1511,3.7704,0.75404E+01,0.43479E-01,14,39.3281,14,38.4573,8.1528,15,43.1373,14,77.7853,0.00000E+00,0.00000E+00,COELESCE
648,28.4303,18.2165,12.5646,0.50385E+01,0.31071E+00,14,8.6975,14,5.5853,115.8846,15,28.3859,14,14.2829,0.00000E+00,0.00000E+00,COELESCE
1044,69.5474,64.3689,5.1924,0.40730E+02,0.20907E-01,14,28.2380,14,33.8811,7330.3813,14,62.1192,15,35.1799,0.00000E+00,0.00000E+00,COELESCE
1289,74.3594,54.3256,5.5761,0.38428E+02,0.82205E-02,14,29.9390,14,30.8844,6172.2427,14,60.8234,15,31.3844,0.00000E+00,0.00000E+00,COELESCE
1724,8.8275,7.8241,42.1262,0.17524E+01,0.56380E+00,13,1.2356,13,1.2355,146.4502,13,2.4711,15,2.6691,0.00000E+00,0.00000E+00,COELESCE
1998,27.6702,22.6485,10.4861,0.44010E+01,0.15925E+00,14,6.9077,14,8.8753,67.2210,14,15.7830,15,12.0891,0.00000E+00,0.00000E+00,COELESCE
2052,27.4458,23.8101,8.9936,0.44209E+01,0.40681E+00,14,6.8296,14,4.2297,109.3711,15,10.8436,14,11.0594,0.00000E+00,0.00000E+00,COELESCE
2447,58.9754,55.9686,4.7073,0.73418E+01,0.16190E-01,14,24.3731,14,22.2931,23.0634,15,24.8484,14,46.6662,0.00000E+00,0.00000E+00,COELESCE
2484,23.2483,11.8664,18.3264,0.71061E+01,0.41490E+00,14,5.1484,13,2.4720,2165.6289,15,23.2192,14,7.6204,0.00000E+00,0.00000E+00,COELESCE
2630,55.2653,27.1020,7.8767,0.17577E+02,0.15012E-01,14,16.6783,14,16.6290,1663.1516,15,17.1529,14,33.3074,0.00000E+00,0.00000E+00,COELESCE
2855,7.1414,5.8900,68.5863,0.21656E+01,0.63930E+00,13,1.2356,13,1.2355,218.0561,13,2.4711,15,2.8221,0.00000E+00,0.00000E+00,COELESCE
2905,56.2255,51.6147,5.7509,0.62463E+01,0.10128E-01,14,22.1464,14,27.2199,13.9548,14,49.3663,15,27.7199,0.00000E+00,0.00000E+00,COELESCE
2930,7.0017,5.5411,74.3650,0.10004E+01,0.62635E+00,13,1.2358,13,1.2355,81.8345,13,2.4713,15,2.6645,0.00000E+00,0.00000E+00,COELESCE
3100,96.3555,84.2747,3.9873,0.43644E+02,0.44141E-01,14,38.3424,14,34.0214,6077.3374,15,41.6352,14,72.3638,0.00000E+00,0.00000E+00,COELESCE
3133,61.2173,58.7969,4.5953,0.85944E+01,0.92462E-02,14,25.1824,14,23.5734,34.8348,15,25.6650,14,48.7558,0.00000E+00,0.00000E+00,COELESCE
3256,77.0917,76.7318,4.8276,0.14641E+02,0.42820E-01,14,31.7919,14,37.7447,92.5490,14,69.5366,15,40.7223,0.00000E+00,0.00000E+00,COELESCE
3346,29.8462,10.8817,23.7347,0.81739E+01,0.10833E+00,14,8.5683,13,1.2648,6403.0537,15,11.9091,14,9.8330,0.00000E+00,0.00000E+00,COELESCE
3484,7.8671,7.4915,45.4560,0.66704E+00,0.52304E+00,13,1.2356,13,1.2355,48.1819,13,2.4711,15,2.5412,0.00000E+00,0.00000E+00,COELESCE
3915,26.4688,15.4000,14.7781,0.93644E+00,0.48060E+00,14,6.1930,13,1.7509,15.3446,15,10.4135,14,7.9439,0.00000E+00,0.00000E+00,COELESCE
3955,51.9740,48.2456,5.3119,0.19306E+02,0.41087E+00,14,21.6323,14,18.5773,718.0027,15,22.1165,14,40.2096,0.00000E+00,0.00000E+00,COELESCE
